year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1959,11,1959-11,0.05,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1959,12,1959-12,-0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,1,1960-01,-0.1,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,2,1960-02,-0.1,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,3,1960-03,-0.07,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,4,1960-04,0.03,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,5,1960-05,0.02,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,6,1960-06,0.03,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,7,1960-07,0.13,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,8,1960-08,0.24,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,9,1960-09,0.27,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,10,1960-10,0.2,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,11,1960-11,0.12,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1960,12,1960-12,0.05,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,1,1961-01,0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,2,1961-02,0.03,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,3,1961-03,0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,4,1961-04,0.09,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,5,1961-05,0.23,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,6,1961-06,0.27,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,7,1961-07,0.14,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,8,1961-08,-0.13,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,9,1961-09,-0.3,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,10,1961-10,-0.26,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,11,1961-11,-0.19,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1961,12,1961-12,-0.16,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,1,1962-01,-0.24,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,2,1962-02,-0.22,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,3,1962-03,-0.2,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,4,1962-04,-0.26,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,5,1962-05,-0.28,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,6,1962-06,-0.2,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,7,1962-07,-0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,8,1962-08,-0.07,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,9,1962-09,-0.11,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,10,1962-10,-0.22,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,11,1962-11,-0.31,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1962,12,1962-12,-0.43,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,1,1963-01,-0.4,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,2,1963-02,-0.15,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,3,1963-03,0.15,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,4,1963-04,0.27,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,5,1963-05,0.31,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,6,1963-06,0.52,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,7,1963-07,0.86,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,8,1963-08,1.14,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,9,1963-09,1.22,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,10,1963-10,1.29,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,11,1963-11,1.37,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1963,12,1963-12,1.31,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,1,1964-01,1.07,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,2,1964-02,0.62,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,3,1964-03,0.12,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,4,1964-04,-0.33,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,5,1964-05,-0.58,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,6,1964-06,-0.58,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,7,1964-07,-0.6,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,8,1964-08,-0.66,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,9,1964-09,-0.76,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,10,1964-10,-0.8,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,11,1964-11,-0.82,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1964,12,1964-12,-0.78,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,1,1965-01,-0.59,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,2,1965-02,-0.28,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,3,1965-03,-0.07,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,4,1965-04,0.18,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,5,1965-05,0.46,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,6,1965-06,0.83,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,7,1965-07,1.22,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,8,1965-08,1.54,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,9,1965-09,1.85,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,10,1965-10,1.98,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,11,1965-11,1.97,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1965,12,1965-12,1.72,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,1,1966-01,1.37,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,2,1966-02,1.17,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,3,1966-03,0.98,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,4,1966-04,0.66,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,5,1966-05,0.35,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,6,1966-06,0.24,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,7,1966-07,0.24,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,8,1966-08,0.12,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,9,1966-09,-0.05,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,10,1966-10,-0.1,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,11,1966-11,-0.18,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1966,12,1966-12,-0.3,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
